,Timestamp,Pressure (psi),Temperature (°C),Oil Flow (L/min),Vibration (mm/s),Power Status,Oil Level (%),Tool RPM (rpm),Machine Status,Current (A)
303,17-09-2023 08:05,53.4,40.1,3.5,0.032,ON,58.4,2147,Running,22.6
304,17-09-2023 08:08,49.2,36.6,5.4,0.053,ON,63,1747,Running,17.5
305,17-09-2023 08:12,53.2,40.2,3.4,0.031,ON,58.3,2150,Running,22.7
306,17-09-2023 08:21,53.5,40.3,3.3,0.03,ON,58.2,2153,Running,22.8
307,17-09-2023 08:28,53.3,40.4,3.2,0.029,ON,58.1,2156,Running,22.9
308,17-09-2023 08:37,53.6,40.5,3.1,0.028,ON,58,2159,Running,23
309,17-09-2023 08:44,53.4,40.6,3.2,0.029,ON,57.9,2162,Running,23.1
310,17-09-2023 08:53,53.7,40.7,3.3,0.03,ON,57.8,2165,Running,23.2
311,17-09-2023 09:00,53.5,40.8,3.4,0.031,ON,57.7,2168,Running,23.3
312,17-09-2023 09:09,53.8,40.9,3.5,0.032,ON,57.6,2171,Running,23.4
313,17-09-2023 09:16,53.6,41,3.6,0.033,ON,57.5,2174,Running,23.5
314,17-09-2023 09:25,53.9,41.1,3.7,0.034,ON,57.4,2177,Running,23.6
315,17-09-2023 09:32,53.7,41.2,3.8,0.035,ON,57.3,2180,Running,23.7
316,17-09-2023 09:41,54,41.3,3.9,0.036,ON,57.2,2183,Running,23.8
317,17-09-2023 09:48,53.8,41.4,4,0.037,ON,57.1,2186,Running,23.9
318,17-09-2023 09:57,54.1,41.5,3.9,0.036,ON,57,2189,Running,24
319,17-09-2023 10:04,53.9,41.6,3.8,0.035,ON,56.9,2192,Running,24.1
320,17-09-2023 10:13,54.2,41.7,3.7,0.034,ON,56.8,2195,Running,24.2
321,17-09-2023 10:20,54,41.8,3.6,0.033,ON,56.7,2198,Running,24.3
322,17-09-2023 10:29,54.3,41.9,3.5,0.032,ON,56.6,2201,Running,24.4
323,17-09-2023 10:36,54.1,42,3.4,0.031,ON,56.5,2204,Running,24.5
324,17-09-2023 10:45,54.4,42.1,3.3,0.03,ON,56.4,2207,Running,24.6
325,17-09-2023 10:52,54.2,42.2,3.2,0.029,ON,56.3,2210,Running,24.7
326,17-09-2023 11:01,54.5,42.3,3.1,0.028,ON,56.2,2213,Running,24.8
327,17-09-2023 11:08,54.3,42.4,3.2,0.029,ON,56.1,2216,Running,24.9
328,17-09-2023 11:17,54.6,42.5,3.3,0.03,ON,56,2219,Running,25
329,17-09-2023 11:24,54.4,42.6,3.4,0.031,ON,55.9,2222,Running,25.1
330,17-09-2023 11:33,54.7,42.7,3.5,0.032,ON,55.8,2225,Running,25.2
331,17-09-2023 11:40,54.5,42.8,3.6,0.033,ON,55.7,2228,Running,25.3
332,17-09-2023 11:49,54.8,42.9,3.7,0.034,ON,55.6,2231,Running,25.4
333,17-09-2023 11:56,54.6,43,3.8,0.035,ON,55.5,2234,Running,25.5
334,17-09-2023 12:05,54.9,43.1,3.9,0.036,ON,55.4,2237,Running,25.6
335,17-09-2023 12:12,54.7,43.2,4,0.037,ON,55.3,2240,Running,25.7
336,17-09-2023 12:21,55,43.3,3.9,0.036,ON,55.2,2243,Running,25.8
337,17-09-2023 12:28,54.8,43.4,3.8,0.035,ON,55.1,2246,Running,25.9
338,17-09-2023 12:37,55.1,43.5,3.7,0.034,ON,55,2249,Running,26
339,17-09-2023 12:44,54.9,43.6,3.6,0.033,ON,54.9,2252,Running,26.1
340,17-09-2023 12:53,55.2,43.7,3.5,0.032,ON,54.8,2255,Running,26.2
341,17-09-2023 13:00,55,43.8,3.4,0.031,ON,54.7,2258,Running,26.3
342,17-09-2023 13:09,55.3,43.9,3.3,0.03,ON,54.6,2261,Running,26.4
343,17-09-2023 13:16,55.1,44,3.2,0.029,ON,54.5,2264,Running,26.5
344,17-09-2023 13:25,55.4,44.1,3.1,0.028,ON,54.4,2267,Running,26.6
345,17-09-2023 13:32,55.2,44.2,3.2,0.029,ON,54.3,2270,Running,26.7
346,17-09-2023 13:41,55.5,44.3,3.3,0.03,ON,54.2,2273,Running,26.8
347,17-09-2023 13:48,55.3,44.4,3.4,0.031,ON,54.1,2276,Running,26.9
348,17-09-2023 13:57,55.6,44.5,3.5,0.032,ON,54,2279,Running,27
349,17-09-2023 14:04,55.4,44.6,3.6,0.033,ON,53.9,2282,Running,27.1
350,17-09-2023 14:15,55.7,44.7,3.7,0.034,ON,53.8,2285,Running,27.2
351,17-09-2023 14:22,55.5,44.8,3.8,0.033,ON,53.7,2288,Running,27.3
352,17-09-2023 14:31,55.8,44.9,3.9,0.035,ON,53.6,2291,Running,27.4
353,17-09-2023 14:38,55.6,45,4,0.034,ON,53.5,2294,Running,27.5
354,17-09-2023 14:47,55.9,45.1,3.9,0.036,ON,53.4,2297,Running,27.6
355,17-09-2023 14:54,55.7,45.2,3.8,0.035,ON,53.3,2300,Running,27.7
356,17-09-2023 15:03,56,45.3,3.7,0.034,ON,53.2,2303,Running,27.8
357,17-09-2023 15:10,55.8,45.4,3.6,0.033,ON,53.1,2306,Running,27.9
358,17-09-2023 15:19,56.1,45.5,3.5,0.032,ON,53,2309,Running,28
359,17-09-2023 15:26,55.9,45.6,3.4,0.031,ON,52.9,2312,Running,28.1
360,17-09-2023 15:35,56.2,45.7,3.3,0.03,ON,52.8,2315,Running,28.2
361,17-09-2023 15:42,56,45.8,3.2,0.029,ON,52.7,2318,Running,28.3
362,17-09-2023 15:51,56.3,45.9,3.1,0.028,ON,52.6,2321,Running,28.4
363,17-09-2023 15:58,56.1,46,3.2,0.029,ON,52.5,2324,Running,28.5
364,17-09-2023 16:07,56.4,46.1,3.3,0.03,ON,52.4,2327,Running,28.6
365,17-09-2023 16:14,56.2,46.2,3.4,0.031,ON,52.3,2330,Running,28.7
366,17-09-2023 16:23,56.5,46.3,3.5,0.032,ON,52.2,2333,Running,28.8
367,17-09-2023 16:30,56.3,46.4,3.6,0.033,ON,52.1,2336,Running,28.9
368,17-09-2023 16:39,56.6,46.5,3.7,0.034,ON,52,2339,Running,29
369,17-09-2023 16:46,56.4,46.6,3.8,0.035,ON,51.9,2342,Running,29.1
370,17-09-2023 16:55,56.7,46.7,3.9,0.036,ON,51.8,2345,Running,29.2
371,17-09-2023 17:02,56.5,46.8,4,0.037,ON,51.7,2348,Running,29.3
372,17-09-2023 17:11,56.8,46.9,3.9,0.036,ON,51.6,2351,Running,29.4
373,17-09-2023 17:18,56.6,47,3.8,0.035,ON,51.5,2354,Running,29.5
374,17-09-2023 17:27,56.9,47.1,3.7,0.034,ON,51.4,2357,Running,29.6
375,17-09-2023 17:34,56.7,47.2,3.6,0.033,ON,51.3,2360,Running,29.7
376,17-09-2023 17:43,57,47.3,3.5,0.032,ON,51.2,2363,Running,29.8
377,17-09-2023 17:50,56.8,47.4,3.4,0.031,ON,51.1,2366,Running,29.9
378,17-09-2023 17:59,57.1,47.5,3.3,0.03,ON,51,2369,Running,30
379,17-09-2023 18:06,56.9,47.6,3.2,0.029,ON,50.9,2372,Running,30.1
380,17-09-2023 18:15,57.2,47.7,3.1,0.028,ON,50.8,2375,Running,30.2
381,17-09-2023 18:22,57,47.8,3.2,0.029,ON,50.7,2378,Running,30.3
382,17-09-2023 18:31,57.3,47.9,3.3,0.03,ON,50.6,2381,Running,30.4
383,17-09-2023 18:38,57.1,48,3.4,0.031,ON,50.5,2384,Running,30.5
384,17-09-2023 18:47,57.4,48.1,3.5,0.032,ON,50.4,2387,Running,30.6
385,17-09-2023 18:54,57.2,48.2,3.6,0.033,ON,50.3,2390,Running,30.7
386,17-09-2023 19:03,57.5,48.3,3.7,0.034,ON,50.2,2393,Running,30.8
387,17-09-2023 19:10,57.3,48.4,3.8,0.035,ON,50.1,2396,Running,30.9
388,17-09-2023 19:19,57.6,48.5,3.9,0.036,ON,50,2399,Running,31
389,17-09-2023 19:26,57.4,48.6,4,0.037,ON,49.9,2402,Running,31.1
390,17-09-2023 19:35,57.7,48.7,3.9,0.036,ON,49.8,2405,Running,31.2
391,17-09-2023 19:42,57.5,48.8,3.8,0.035,ON,49.7,2408,Running,31.3
392,17-09-2023 19:51,57.8,48.9,3.7,0.034,ON,49.6,2411,Running,31.4
393,17-09-2023 19:58,57.6,49,3.6,0.033,ON,49.5,2414,Running,31.5
394,17-09-2023 20:07,57.9,49.1,3.5,0.032,ON,49.4,2417,Running,31.6
395,17-09-2023 20:14,57.7,49.2,3.4,0.031,ON,49.3,2420,Running,31.7
396,17-09-2023 20:23,58,49.3,3.3,0.03,ON,49.2,2423,Running,31.8
397,17-09-2023 20:30,57.8,49.4,3.2,0.029,ON,49.1,2426,Running,31.9
398,17-09-2023 20:41,58.1,49.5,3.3,0.031,ON,49,2429,Running,32
399,17-09-2023 20:54,58.2,49.6,3.4,0.032,ON,48.9,2432,Running,32.1
400,17-09-2023 21:07,58.3,49.7,3.5,0.033,ON,48.8,2435,Running,32.2
401,17-09-2023 21:20,58.4,49.8,3.6,0.034,ON,48.7,2438,Running,32.3
402,17-09-2023 21:33,58.5,49.9,3.7,0.035,ON,48.6,2441,Running,32.4
403,17-09-2023 21:46,58.6,50,3.8,0.036,ON,48.5,2444,Running,32.5
404,17-09-2023 21:59,58.7,50.1,3.9,0.037,ON,48.4,2447,Running,32.6
405,17-09-2023 22:12,58.8,50.2,4,0.038,ON,48.3,2450,Running,32.7
406,17-09-2023 22:25,58.9,50.3,4.1,0.039,ON,48.2,2453,Running,32.8
407,17-09-2023 22:38,59,50.4,4.2,0.04,ON,48.1,2456,Running,32.9
408,17-09-2023 22:51,59.1,50.5,4.3,0.041,ON,48,2459,Running,33
409,17-09-2023 23:04,59.2,50.6,4.2,0.04,ON,47.9,2462,Running,33.1
410,17-09-2023 23:17,59.3,50.7,4.1,0.039,ON,47.8,2465,Running,33.2
411,17-09-2023 23:30,59.4,50.8,4,0.038,ON,47.7,2468,Running,33.3
412,17-09-2023 23:43,59.5,50.9,4.1,0.039,ON,47.6,2471,Running,33.4
413,17-09-2023 23:56,59.6,51,4.2,0.04,ON,47.5,2474,Running,33.5
414,18-09-2023 00:09,59.7,51.1,4.3,0.041,ON,47.4,2477,Running,33.6
415,18-09-2023 00:22,59.8,51.2,4.4,0.042,ON,47.3,2480,Running,33.7
416,18-09-2023 00:35,59.9,51.3,4.5,0.043,ON,47.2,2483,Running,33.8
417,18-09-2023 00:48,60,51.4,4.6,0.044,ON,47.1,2486,Running,33.9
418,18-09-2023 01:01,60.1,51.5,4.7,0.045,ON,47,2489,Running,34
419,18-09-2023 01:14,60.2,51.6,4.8,0.046,ON,46.9,2492,Running,34.1
420,18-09-2023 01:27,60.3,51.7,4.7,0.045,ON,46.8,2495,Running,34.2
421,18-09-2023 01:40,60.4,51.8,4.6,0.044,ON,46.7,2498,Running,34.3
422,18-09-2023 01:53,60.5,51.9,4.5,0.043,ON,46.6,2501,Running,34.4
423,18-09-2023 02:06,60.6,52,4.4,0.042,ON,46.5,2504,Running,34.5
424,18-09-2023 02:19,60.7,52.1,4.3,0.041,ON,46.4,2507,Running,34.6
425,18-09-2023 02:32,60.8,52.2,4.2,0.04,ON,46.3,2510,Running,34.7
426,18-09-2023 02:45,60.9,52.3,4.1,0.039,ON,46.2,2513,Running,34.8
427,18-09-2023 02:58,61,52.4,4,0.038,ON,46.1,2516,Running,34.9
428,18-09-2023 03:11,61.1,52.5,4.1,0.039,ON,46,2519,Running,35
429,18-09-2023 03:24,61.2,52.6,4.2,0.04,ON,45.9,2522,Running,35.1
430,18-09-2023 03:37,61.3,52.7,4.3,0.041,ON,45.8,2525,Running,35.2
431,18-09-2023 03:50,61.4,52.8,4.4,0.042,ON,45.7,2528,Running,35.3
432,18-09-2023 04:03,61.5,52.9,4.5,0.043,ON,45.6,2531,Running,35.4
433,18-09-2023 04:16,61.6,53,4.6,0.044,ON,45.5,2534,Running,35.5
434,18-09-2023 04:29,61.7,53.1,4.7,0.045,ON,45.4,2537,Running,35.6
435,18-09-2023 04:42,61.8,53.2,4.8,0.046,ON,45.3,2540,Running,35.7
436,18-09-2023 04:55,61.9,53.3,4.7,0.045,ON,45.2,2543,Running,35.8
437,18-09-2023 05:08,62,53.4,4.6,0.044,ON,45.1,2546,Running,35.9
438,18-09-2023 05:21,62.1,53.5,4.5,0.043,ON,45,2549,Running,36
439,18-09-2023 05:34,62.2,53.6,4.4,0.042,ON,44.9,2552,Running,36.1
440,18-09-2023 05:47,62.3,53.7,4.3,0.041,ON,44.8,2555,Running,36.2
441,18-09-2023 06:00,62.4,53.8,4.2,0.04,ON,44.7,2558,Running,36.3
442,18-09-2023 06:13,62.5,53.9,4.1,0.039,ON,44.6,2561,Running,36.4
443,18-09-2023 06:26,62.6,54,4,0.038,ON,44.5,2564,Running,36.5
444,18-09-2023 06:39,62.7,54.1,4.1,0.039,ON,44.4,2567,Running,36.6
445,18-09-2023 06:52,62.8,54.2,4.2,0.04,ON,44.3,2570,Running,36.7
446,18-09-2023 07:05,62.9,54.3,4.3,0.041,ON,44.2,2573,Running,36.8
447,18-09-2023 07:18,63,54.4,4.4,0.042,ON,44.1,2576,Running,36.9
448,18-09-2023 07:31,63.1,54.5,4.5,0.043,ON,44,2579,Running,37
449,18-09-2023 07:44,63.2,54.6,4.6,0.044,ON,43.9,2582,Running,37.1
450,18-09-2023 07:57,63.3,54.7,4.7,0.045,ON,43.8,2585,Running,37.2
451,18-09-2023 08:10,63.4,54.8,4.8,0.046,ON,43.7,2588,Running,37.3
452,18-09-2023 08:23,63.5,54.9,4.7,0.045,ON,43.6,2591,Running,37.4
453,18-09-2023 08:36,63.6,55,4.6,0.044,ON,43.5,2594,Running,37.5
454,18-09-2023 08:49,63.7,55.1,4.5,0.043,ON,43.4,2597,Running,37.6
455,18-09-2023 09:02,63.8,55.2,4.4,0.042,ON,43.3,2600,Running,37.7
456,18-09-2023 09:15,63.9,55.3,4.3,0.041,ON,43.2,2603,Running,37.8
457,18-09-2023 09:28,64,55.4,4.2,0.04,ON,43.1,2606,Running,37.9
458,18-09-2023 09:41,64.1,55.5,4.1,0.039,ON,43,2609,Running,38
459,18-09-2023 09:54,64.2,55.6,4,0.038,ON,42.9,2612,Running,38.1
460,18-09-2023 10:07,64.3,55.7,4.1,0.039,ON,42.8,2615,Running,38.2
461,18-09-2023 10:20,64.4,55.8,4.2,0.04,ON,42.7,2618,Running,38.3
462,18-09-2023 10:33,64.5,55.9,4.3,0.041,ON,42.6,2621,Running,38.4
463,18-09-2023 10:46,64.6,56,4.4,0.042,ON,42.5,2624,Running,38.5
464,18-09-2023 10:59,64.7,56.1,4.5,0.043,ON,42.4,2627,Running,38.6
465,18-09-2023 11:12,64.8,56.2,4.6,0.044,ON,42.3,2630,Running,38.7
466,18-09-2023 11:25,64.9,56.3,4.7,0.045,ON,42.2,2633,Running,38.8
467,18-09-2023 11:38,65,56.4,4.8,0.046,ON,42.1,2636,Running,38.9
468,18-09-2023 11:51,65.1,56.5,4.7,0.045,ON,42,2639,Running,39
469,18-09-2023 12:04,65.2,56.6,4.6,0.044,ON,41.9,2642,Running,39.1
470,18-09-2023 12:17,65.3,56.7,4.5,0.043,ON,41.8,2645,Running,39.2
471,18-09-2023 12:30,65.4,56.8,4.4,0.042,ON,41.7,2648,Running,39.3
472,18-09-2023 12:43,65.5,56.9,4.3,0.041,ON,41.6,2651,Running,39.4
473,18-09-2023 12:56,65.6,57,4.2,0.04,ON,41.5,2654,Running,39.5
474,18-09-2023 13:09,65.7,57.1,4.1,0.039,ON,41.4,2657,Running,39.6
475,18-09-2023 13:22,65.8,57.2,4,0.038,ON,41.3,2660,Running,39.7
476,18-09-2023 13:35,65.9,57.3,4.1,0.039,ON,41.2,2663,Running,39.8
477,18-09-2023 13:48,66,57.4,4.2,0.04,ON,41.1,2666,Running,39.9
478,18-09-2023 14:01,66.1,57.5,4.3,0.041,ON,41,2669,Running,40
479,18-09-2023 14:14,66.2,57.6,4.4,0.042,ON,40.9,2672,Running,40.1
480,18-09-2023 14:27,66.3,57.7,4.5,0.043,ON,40.8,2675,Running,40.2
481,18-09-2023 14:40,66.4,57.8,4.6,0.044,ON,40.7,2678,Running,40.3
482,18-09-2023 14:53,66.5,57.9,4.7,0.045,ON,40.6,2681,Running,40.4
483,18-09-2023 15:06,66.6,58,4.8,0.046,ON,40.5,2684,Running,40.5
484,18-09-2023 15:19,66.7,58.1,4.7,0.045,ON,40.4,2687,Running,40.6
485,18-09-2023 15:32,66.8,58.2,4.6,0.044,ON,40.3,2690,Running,40.7
486,18-09-2023 15:45,66.9,58.3,4.5,0.043,ON,40.2,2693,Running,40.8
487,18-09-2023 15:58,67,58.4,4.4,0.042,ON,40.1,2696,Running,40.9
488,18-09-2023 16:11,67.1,58.5,4.3,0.041,ON,40,2699,Running,41
489,18-09-2023 16:24,67.2,58.6,4.2,0.04,ON,39.9,2702,Running,41.1
490,18-09-2023 16:37,67.3,58.7,4.1,0.039,ON,39.8,2705,Running,41.2
491,18-09-2023 16:50,67.4,58.8,4,0.038,ON,39.7,2708,Running,41.3
492,18-09-2023 17:03,67.5,58.9,4.1,0.039,ON,39.6,2711,Running,41.4
493,18-09-2023 17:16,67.6,59,4.2,0.04,ON,39.5,2714,Running,41.5
494,18-09-2023 17:29,67.7,59.1,4.3,0.041,ON,39.4,2717,Running,41.6
495,18-09-2023 17:42,67.8,59.2,4.4,0.042,ON,39.3,2720,Running,41.7
496,18-09-2023 17:55,67.9,59.3,4.5,0.043,ON,39.2,2723,Running,41.8
497,18-09-2023 18:07,67.5,59.4,4.6,0.044,ON,39.1,2726,Running,41.9
498,18-09-2023 18:13,72.2,59.6,4.7,0.045,ON,38.9,2728,Running,42
499,18-09-2023 18:22,66.1,59.7,4.8,0.046,ON,38.8,2730,Running,42.1
500,18-09-2023 18:32,73.9,59.8,4.9,0.047,ON,38.7,2732,Running,42.2
501,18-09-2023 18:40,65.6,60,4.8,0.046,ON,38.5,2734,Running,42.3
502,18-09-2023 18:48,76.7,60.1,4.7,0.045,ON,38.4,2736,Running,42.4
503,18-09-2023 18:57,63.9,60.3,4.8,0.046,ON,38.2,2738,Running,42.5
504,18-09-2023 19:07,78.5,60.4,4.9,0.047,ON,38.1,2740,Running,42.6
505,18-09-2023 19:16,62.7,60.6,4.8,0.046,ON,37.9,2742,Running,42.7
506,18-09-2023 19:24,80.1,60.7,4.7,0.045,ON,37.8,2744,Running,42.8
507,18-09-2023 19:34,61.4,60.9,4.6,0.044,ON,37.6,2746,Running,42.9
508,18-09-2023 19:42,83.2,61,4.7,0.045,ON,37.5,2748,Running,43
509,18-09-2023 19:52,59.8,61.2,4.8,0.046,ON,37.3,2750,Running,43.1
510,18-09-2023 19:59,85.7,61.3,4.9,0.047,ON,37.2,2752,Running,43.2
511,18-09-2023 20:08,58.2,61.5,4.8,0.046,ON,37,2754,Running,43.3
512,18-09-2023 20:18,88.4,61.6,4.7,0.045,ON,36.9,2756,Running,43.4
513,18-09-2023 20:24,56.5,61.8,4.8,0.046,ON,36.7,2758,Running,43.5
514,18-09-2023 20:32,90.6,61.9,4.9,0.047,ON,36.6,2760,Running,43.6
515,18-09-2023 20:38,54.9,62.1,4.8,0.046,ON,36.4,2762,Running,43.7
516,18-09-2023 20:48,92.9,62.2,4.7,0.045,ON,36.3,2764,Running,43.8
517,18-09-2023 20:56,53.3,62.4,4.8,0.046,ON,36.1,2766,Running,43.9
518,18-09-2023 21:06,95.3,62.5,4.9,0.047,ON,36,2768,Running,44
519,18-09-2023 21:13,51.8,62.7,4.8,0.046,ON,35.8,2770,Running,44.1
520,18-09-2023 21:22,97.7,62.8,4.7,0.045,ON,35.7,2772,Running,44.2
521,18-09-2023 21:28,50.3,63,4.8,0.046,ON,35.5,2774,Running,44.3
522,18-09-2023 21:38,100.1,63.1,4.9,0.047,ON,35.4,2776,Running,44.4
523,18-09-2023 21:44,48.9,63.3,4.8,0.046,ON,35.2,2778,Running,44.5
524,18-09-2023 21:54,102.6,63.4,4.7,0.045,ON,35.1,2780,Running,44.6
525,18-09-2023 22:01,47.6,63.6,4.8,0.046,ON,34.9,2782,Running,44.7
526,18-09-2023 22:11,105.1,63.7,4.9,0.047,ON,34.8,2784,Running,44.8
527,18-09-2023 22:18,46.4,63.9,4.8,0.046,ON,34.6,2786,Running,44.9
528,18-09-2023 22:29,107.6,64,4.7,0.045,ON,34.5,2788,Running,45
529,18-09-2023 22:35,45.2,64.2,4.8,0.046,ON,34.3,2790,Running,45.1
530,18-09-2023 22:46,110.1,64.3,4.9,0.047,ON,34.2,2792,Running,45.2
531,18-09-2023 22:53,44,64.5,4.8,0.046,ON,34,2794,Running,45.3
532,18-09-2023 23:03,112.6,64.6,4.7,0.045,ON,33.9,2796,Running,45.4
533,18-09-2023 23:10,42.9,64.8,4.8,0.046,ON,33.7,2798,Running,45.5
534,18-09-2023 23:21,115,64.9,4.9,0.047,ON,33.6,2800,Running,45.6
535,18-09-2023 23:27,41.7,65.1,4.8,0.046,ON,33.4,2802,Running,45.7
536,18-09-2023 23:38,117.5,65.2,4.7,0.045,ON,33.3,2804,Running,45.8
537,18-09-2023 23:45,40.5,65.4,4.8,0.046,ON,33.1,2806,Running,45.9
538,19-09-2023 00:00,120,65.5,4.9,0.047,ON,33,2808,Running,46
539,19-09-2023 00:06,38.8,65.7,4.8,0.046,ON,32.8,2810,Running,46.1
540,19-09-2023 00:22,122.4,65.8,4.7,0.045,ON,32.7,2812,Running,46.2
541,19-09-2023 00:28,37.6,66,4.8,0.046,ON,32.5,2814,Running,46.3
542,19-09-2023 00:44,124.9,66.1,4.9,0.047,ON,32.4,2816,Running,46.4
543,19-09-2023 00:51,36.4,66.3,4.8,0.046,ON,32.2,2818,Running,46.5
544,19-09-2023 01:02,125.1,66.4,4.8,0.046,ON,32.1,2820,Running,46.6
545,19-09-2023 01:16,35.2,66.6,4.9,0.047,ON,31.9,2822,Running,46.7
546,19-09-2023 01:27,126.4,66.7,4.7,0.045,ON,31.8,2824,Running,46.8
547,19-09-2023 01:41,34,66.9,4.8,0.046,ON,31.6,2826,Running,46.9
548,19-09-2023 01:52,127.8,67,4.9,0.047,ON,31.5,2828,Running,47
549,19-09-2023 02:06,32.8,67.2,4.8,0.046,ON,31.3,2830,Running,47.1
550,19-09-2023 02:17,129.1,67.3,4.7,0.045,ON,31.2,2832,Running,47.2
551,19-09-2023 02:31,31.6,67.5,4.8,0.046,ON,31,2834,Running,47.3
552,19-09-2023 02:42,130.5,67.6,4.9,0.047,ON,30.9,2836,Running,47.4
553,19-09-2023 02:56,30.4,67.8,4.8,0.046,ON,30.7,2838,Running,47.5
554,19-09-2023 03:07,131.8,67.9,4.7,0.045,ON,30.6,2840,Running,47.6
555,19-09-2023 03:21,29.2,68.1,4.8,0.046,ON,30.4,2842,Running,47.7
556,19-09-2023 03:32,133.2,68.2,4.9,0.047,ON,30.3,2844,Running,47.8
557,19-09-2023 03:46,28,68.4,4.8,0.046,ON,30.1,2846,Running,47.9
558,19-09-2023 03:57,134.5,68.5,4.7,0.045,ON,30,2848,Running,48
559,19-09-2023 04:11,26.8,68.7,4.8,0.046,ON,29.8,2850,Running,48.1
560,19-09-2023 04:22,135.9,68.8,4.9,0.047,ON,29.7,2852,Running,48.2
561,19-09-2023 04:36,25.6,69,4.8,0.046,ON,29.5,2854,Running,48.3
562,19-09-2023 04:47,137.2,69.1,4.7,0.045,ON,29.4,2856,Running,48.4
563,19-09-2023 05:01,24.4,69.3,4.8,0.046,ON,29.2,2858,Running,48.5
564,19-09-2023 05:12,138.6,69.4,4.9,0.047,ON,29.1,2860,Running,48.6
565,19-09-2023 05:26,23.2,69.6,4.8,0.046,ON,28.9,2862,Running,48.7
566,19-09-2023 05:37,139.9,69.7,4.7,0.045,ON,28.8,2864,Running,48.8
567,19-09-2023 05:51,22,69.9,4.8,0.046,ON,28.6,2866,Running,48.9
568,19-09-2023 06:02,141.3,70,4.9,0.047,ON,28.5,2868,Running,49
569,19-09-2023 06:16,20.8,70.2,4.8,0.046,ON,28.3,2870,Running,49.1
570,19-09-2023 06:27,142.6,70.3,4.7,0.045,ON,28.2,2872,Running,49.2
571,19-09-2023 06:41,19.6,70.5,4.8,0.046,ON,28,2874,Running,49.3
572,19-09-2023 06:52,144,70.6,4.9,0.047,ON,27.9,2876,Running,49.4
573,19-09-2023 07:06,18.4,70.8,4.8,0.046,ON,27.7,2878,Running,49.5
574,19-09-2023 07:17,145.3,70.9,4.7,0.045,ON,27.6,2880,Running,49.6
575,19-09-2023 07:31,17.2,71.1,4.8,0.046,ON,27.4,2882,Running,49.7
576,19-09-2023 07:42,146.7,71.2,4.9,0.047,ON,27.3,2884,Running,49.8
577,19-09-2023 07:56,16,71.4,4.8,0.046,ON,27.1,2886,Running,49.9
578,19-09-2023 08:07,148,71.5,4.7,0.045,ON,27,2888,Running,50
579,19-09-2023 08:21,14.8,71.7,4.8,0.046,ON,26.8,2890,Running,50.1
580,19-09-2023 08:32,149.4,71.8,4.9,0.047,ON,26.7,2892,Running,50.2
581,19-09-2023 08:46,13.6,72,4.8,0.046,ON,26.5,2894,Running,50.3
582,19-09-2023 08:57,150.7,72.1,4.7,0.045,ON,26.4,2896,Running,50.4
583,19-09-2023 09:11,12.4,72.3,4.8,0.046,ON,26.2,2898,Running,50.5
584,19-09-2023 09:22,152.1,72.4,4.9,0.047,ON,26.1,2900,Running,50.6
585,19-09-2023 09:36,11.2,72.6,4.8,0.046,ON,25.9,2902,Running,50.7
586,19-09-2023 09:47,153.4,72.7,4.7,0.045,ON,25.8,2904,Running,50.8
587,19-09-2023 10:01,10,72.9,4.8,0.046,ON,25.6,2906,Running,50.9
588,19-09-2023 10:12,154.8,73,4.9,0.047,ON,25.5,2908,Running,51
589,19-09-2023 10:26,8.8,73.2,4.8,0.046,ON,25.3,2910,Running,51.1
590,19-09-2023 10:37,156.2,73.3,4.7,0.045,ON,25.2,2912,Running,51.2
591,19-09-2023 10:51,7.6,73.5,4.8,0.046,ON,25,2914,Running,51.3
592,19-09-2023 11:02,157.5,73.6,4.9,0.047,ON,24.9,2916,Running,51.4
593,19-09-2023 11:16,6.4,73.8,4.8,0.046,ON,24.7,2918,Running,51.5
594,19-09-2023 11:27,158.9,73.9,4.7,0.045,ON,24.6,2920,Running,51.6
595,19-09-2023 11:41,5.2,74.1,4.8,0.046,ON,24.4,2922,Running,51.7
596,19-09-2023 11:52,160.2,74.2,4.9,0.047,ON,24.3,2924,Running,51.8
597,19-09-2023 12:06,4,74.4,4.8,0.046,ON,24.1,2926,Running,51.9
598,19-09-2023 12:17,161.6,74.5,4.7,0.045,ON,24,2928,Running,52
599,19-09-2023 12:31,2.8,74.7,4.8,0.046,ON,23.8,2930,Running,52.1
600,19-09-2023 12:42,163,74.8,4.9,0.047,ON,23.7,2932,Running,52.2
601,19-09-2023 12:56,1.6,75,4.8,0.046,ON,23.5,2934,Running,52.3
602,19-09-2023 13:07,164.3,75.1,4.7,0.045,ON,23.4,2936,Running,52.4
603,19-09-2023 13:21,0.4,75.3,4.8,0.046,ON,23.2,2938,Running,52.5
604,19-09-2023 13:32,165.7,75.4,4.9,0.047,ON,23.1,2940,Running,52.6
605,19-09-2023 13:46,1.6,75.6,4.8,0.046,ON,22.9,2942,Running,52.7
606,19-09-2023 13:57,167,75.7,4.7,0.045,ON,22.8,2944,Running,52.8
607,19-09-2023 14:11,2.8,75.9,4.8,0.046,ON,22.6,2946,Running,52.9
608,19-09-2023 14:22,168.4,76,4.9,0.047,ON,22.5,2948,Running,53
609,19-09-2023 14:36,4,76.2,4.8,0.046,ON,22.3,2950,Running,53.1
610,19-09-2023 14:47,169.7,76.3,4.7,0.045,ON,22.2,2952,Running,53.2
